ESTABLISHMENT NAME,EXACT LOCATION,STREET ADDRESS,SUBURB,TOWN NAME,POSTAL ADDRESS,PHONE,EMAIL,SECTOR,SIZE,
GOD PROVIDE FASHION SHOP,KONGO MARKET ADJACENT LOVE AND PROPERITY BEAUTY,,KONGO ADUSABISI,KONGO ADUSABISI/ JHS,,0245317509,,INDUSTRY,A,
GOD WILL PROVIDE,ADJACENT PAULINA'S SHOP,,KONGO ADUSABISI,KONGO ADUSABISI/ JHS,,0509058937,,SERVICE,A,
GOD WILL PROVIDE BEAUTY SALON,OPPOSITE CATHOLIC CHURCH,,PELUNGU CATHOLIC CHURCH,PELUNGU,,0546196616,,SERVICE,A,
GOD WILL PROVIDE BEAUTY SALON,OPPOSITE BLUE BAR,,KONGO SENIOR HIGH SCHOOL,KONGO,,0549788966,,SERVICE,A,
GOD'S  POWER SALON,ADJACENT VALLY VIEW SPOT,,KONGO SENIOR HIGH SCHOOL,KONGO,,0547904831,,SERVICE,A,
GOD'S CARE LIFE ACADEMY,OPPOSITE CALVARY CHAPEL,,BEEGA KOLOOGO,GBEEGA KOLOOGO,,0249397186,,SERVICE,A,
GOD'S GIFT FASHION SHOP,OPPOSITE ASSEMBLYMAN'S HOUSE,,DAMULUGU TINDONGO,DAMULUGU TINDONGO,,0247061239,,INDUSTRY,A,
GOD'S GIFT FASHION SHOP,NEAR CATHOLIC CHURCH,,PELUNGU CATHOLIC CHURCH,PELUNGU,,0502252781,,INDUSTRY,A,
GOD'S MIND ELECTRICAL SHOP,ADJACENT GOD WILL PROVIDE BEAUTY SALOON,,KONGO SENIOR HIGH SCHOOL,KONGO,,0249187900,,SERVICE,A,
GOD'S PROMISE IS THE BEST BEAUTY SALON,PELUNGU MARKET,,PELUNGU CHIEF PALACE,PELUNGU,,,,SERVICE,A,
GOD'S SIGNATURE ERASER,PELUNGU MARKET,,PELUNGU CHIEF'S PALACE,PELUNGU,,,,SERVICE,A,
GOD'S TIME I THE BEST FASHION SHOP,OPPOSITE MMA LADI PITO BASE,,LOGRE POTTIN,LOGRE POTTIN,,,,INDUSTRY,A,
GOD'S TIME IS THE BEST,OPPOSITE FAUSTINA'S SHOP,,KONGO SENIOR HIGH SCHOOL,KONGO,,0248906291,,SERVICE,A,
GOD'S TIME IS THE BEST MINI STORE,ADJACENT MADAM JANET'S WEAVING CENTRE,,ZANLERIGU-ASONGE,ZANLERIGU ASONGE,,0245830854,,SERVICE,A,
GOD'S TIME IS THE BEST PROVISION STORE,KUMASI STATION AT PELUNGU,,PELUNGU GOOD SHEPHERD INTERNATIONAL SCHOOL,PELUNGU,,0244696113,,SERVICE,A,
GOD'S TIME TAILORING SHOP,DAMULUGU DAZAMDABO,,DAMULGU DAZAMDABO,DAMULUGU DAZAMDABO,,0249548621,,INDUSTRY,A,
GOD'S WILL PRINTING CENTRE,PELUNGU MARKET,PELUNGU CHIEF'S PALACE,PELUNGU CHIEF'S PALACE,PELUNGU,,,,SERVICE,A,
GOOD BROTHER WELDING SHOP,ADJACENT ATEN ATEN HOUSE,,KONGO ADUSABISI  JHS,KONGO ADUSABISI/ JHS,,0200630535,,SERVICE,A,
GOOD SHEPHERD INTERNATIONAL SCHOOL,GOOD SHEPHERD INTERNATIONAL SCHOOL,,PELUNGU GOOD SHEPHERD INTERNATIONAL SCHOOL,PELUNGU,,0240773861,,SERVICE,A,
GRACE SHOP,WODU A HOUSE BEHIND SOE YIR,,NYOGBARE,SEKOTE NYOGBARE NDAANBOUNG,,,,INDUSTRY,A,
GROUNABANIKA GRINDING MILL,OPPOSITE NO HELPER THAN GOD PROVISION STORE,,KOTENTABIG,KOTINTABIG,,,,INDUSTRY,A,
GUNDORK NURSERY  SCHOOL,ADJACENT GUNDORK PRIMARY SCHOOL,,ZANLERIGU-GOUNDONG PRIMARY SCHOOL,ZANLERIGU-GOUNDONG PRIMARY SCHOOL,"P. O. BOX 561, BOLGATANGA",0549758839,,SERVICE,A,
GUNDORK PRIMARY  SCHOOL,ADJACENT GUNDORK NURSERY SCHOOL,,ZANLERIGU-GOUNDONG PRIMARY SCHOOL,ZANLERIGU-GOUNDONG PRIMARY SCHOOL,"P. O. BOX 561, BOLGATANGA",0242110192,,SERVICE,A,
GUNMAGRE PRIMARY AND KINDERGARTEN,GUNMAGRE TOWNSHIP,,GUNMAGRE,NANGODI GUNMAGRE,"P. O. BOX 118, NANGODI",0201680866,,SERVICE,A,
HAWA'S SPOT,ADJACENT BAAN'S PITO BASE,,ZANLERIGU-GAANE PRIMARY SCHOOL,ZANLERIGU GAANE,,0247984112,,SERVICE,A,
HELINA'S CHOP BAR,OPPOSITE MADAM MARTHA'S HIR DRESSING SALOON,,ZANLERIGU-ASONGE,ZANLERIGU ASONGE,,0504204142,,SERVICE,A,
HOLY GHOST FIRE SALON,NEAR KUMASI STATION,,PELUNGU GOOD SHEPHERD INTERNATIONAL SCHOOL,PELUNGU,,0541184850,,SERVICE,A,
HOPE IN GOD ENTERPRISE,PELUNGU MARKET,,PELUNGU CHIEF'S PALACE,PELUNGU,,,,SERVICE,A,
IF GOD SAY YES NOBODY CAN SAY NO,OPPOSITE AYAMFOOYA MEMORAIL CLINIC,,KONGO AYAMFOOYA MEMORIAL CLINIC,KONGO,,0241066234,,SERVICE,A,
IF GOD SAYS YES WHO CAN SAY NO FASHION SHOP,DAMULUGU ZOROUG,,DAMULGU ZOROUG,DAMULUGU ZOROUG,,0549632462,,INDUSTRY,A,
IF GOD'S SAYS YES WHO CAN SAY NO,BOLGA STATION AT PELUNGU,,PELUNGU GOOD SHEPHERD INTERNATIONAL SCHOOL,PELUNGU,,0240770227,,SERVICE,A,
IMMACULATE CONCEPTION CHURCH,OPPOSITE ATAMALE HOUSE,,KONGO ADUSABISI,KONGO ADUSABISI/ JHS,"P. O. BOX GP 285, BOLGA",0204941857,srckongo@gmail.com,SERVICE,A,
IMMACULATE CONCEPTION OF MARY HEALTH CENTRE,OPPOSITE KONGO EW TOWN STORES,,LOGRE ZOPELEG,LOGRE ZOPELEG,,0204143333,,SERVICE,A,
IN HIM IS LIFE BEAUTY SALON,ADJACENT SISCO SPARE PARTS SHOP,,ZALERIGU-GAANE CATHOLIC CHURCH,ZANLERIGU GAANE,,0547052904,,SERVICE,A,
INTERNATIONAL TAILORS SHOP,ADJACENT WHERE THERE IS LIFE THERE IS HOPE FASHIONSHOP,,ZALERIGU-GAANE CATHOLIC CHURCH,ZANLERIGU GAANE,,0547999504,,INDUSTRY,A,
IT IS FINE DRINKING SPOT,ADJACENT HELINA'S CHOP BAR,,ZANLERIGU-ASONGE,ZANLERIGU ASONGE,,0247168734,,SERVICE,A,
IT IS NOT DIFFICULT FOR GOD FASHION,5 METRES FROM THE CENTRAL CEMETRY,,PELUNGU GOOD SHEPHERD INTERNATIONAL SCHOOL,PELUNGU,,0544536211,,INDUSTRY,A,
JACOB APKE GRINDING MILL,ADJACENT SIMPLE BOY ENTERPRISE,,ZANLERIGU-ASONGE,ZANLERIGU ASONGE,,0248409180,,INDUSTRY,A,
JANET ASSIBI WEAVING CENTRE,ADJACENT A-TOWN DRIKING SPOT,,ZANLERIGU-ASONGE,ZANLERIGU ASONGE,,0245151998,,INDUSTRY,A,
JANET SALON,BOLG STATION AT PELUNGU,,PELUNGU GOOD SHEPHERD INTERNATIONAL SCHOOL,PELUNGU,,0241447831,,SERVICE,A,
JOE ENTERPRISE,POAGRE 'S HOUSE,,ANYOGBARE,SEKOTE NYOGBARE NDAANB,,,,SERVICE,A,
JOE SPARE PARTS ENTERPRISE,PELUNGU MARKET,,PELUNGU CHIEF'S PALACE,PELUNGU,,,,SERVICE,A,
JOHN'S SHOP,ADJACENT GOD'S MIND ELECTRICALS,,KONGO SENIOR HIGH SCHOOL,KONGO,,0247595694,,SERVICE,A,
JUST LOVE DRINKING SPOT,OPPOSITE YEN TIBIT CHEMICAL SHOP,,KONGO ADUSABISI  JHS,KONGO ADUSABISI/ JHS,"P. O. BOX GP 285, BOLGA",0208368277,,SERVICE,A,
KABOPONI CHOP BAR,OPPOSITE TIME TELL'S FASHION SHOP,,KONGO ADUSABISI  JHS,KONGO ADUSABISI/ JHS,,0249239396,,SERVICE,A,
KATOULOG YINBIL CORN MILL,ADJACENT ZANLERIGU GOUNDONG PRIMARY SCHOOL,,ZANLERIGU-GOUNDONG PRIMARY SCHOOL,ZANLERIGU-GOUNDONG PRIMARY SCHOOL,,0540848965,,INDUSTRY,A,
KAYAMA'S SPOT,BEHIND BABIRE HOUSE,,ZANLERIGU-GAANE PRIMARY SCHOOL,ZANLERIGU GAANE,,0542669728,,SERVICE,A,
KEY SUCCESS SOCIETY,ASSEMBLYMAN TOP,,PELUNGU CATHOLIC CHURCH,PELUNGU,,,,SERVICE,A,
KOFI BARBERING SHOP,PELUNGU MARKET,,PELUNGU CHIEF'S PALACE,PELUNGU,,,,SERVICE,A,
KOLGPOKA PITO BASE,YIKOLI ZOOGO,,YIKOLI ZOOGO,YAKOLI ZOOGO,,0242056364,,SERVICE,A,
KONGO DABORIN JUNIOR HIGH SECONDARY,OPPOSITE GHANA EDUCATION OFFICE,,KONGO WANDAMBISI,KONGO WANDAMBISI,,,,SERVICE,A,
KONGO DABORIN PRIMARY SCHOOL,AFTER KONGO CHIEF'S HOUSE,,KONGO WANDABISI,KONGO WANDAMBISI,,0202833372,,SERVICE,A,
KONGO GORUG PRIMARY SCHOOL,BEHIND AKOLOGBON HOUSE,,GORUG SABLIGO,GURUGU SABLIGO,,0203174241,,SERVICE,A,
KONGO JUNIOR HIGH SCHOOL,OPPOSITE KONGO PRIMARY,,KONGO ADUSABISI,KONGO ADUSABISI/ JHS,,0208288567,,SERVICE,A,
KONGO KINDERGATEN,OPPOSITE KONGO PRIMARY,,KONGO ADUSABISI,KONGO ADUSABISI/ JHS,,0200321962,,SERVICE,A,
KONGO PRIMARY SCHOOL,OPPOSITE KONGO JUNIOR HIGH SCHOOL,,KONGO ADUSABISI,KONGO ADUSABISI/ JHS,,0248970261,,SERVICE,A,
KONGO SENIOR HIGH SCHOOL,ZOOGO,,YAKOLI ZOOGO,YAKOLI ZOOGO,"P. O. BOX GP 39, BOLGATANGA",,,SERVICE,B,
KONTINTABIG JUNIOR HIGH SCHOOL,AT THE MARKET SQURE,,KONTINTABIG,KOTINTABIG,"P. O. BOX 451, BOLGATANGA",,,SERVICE,A,
KOTINTERNATIONALABIGA KG/PRIMARY SCHOOL,ADJACENT TO KOTINTABIGA JUNIOR HIGH SCHOOL,,KOTINTABIG,SEKOTI KOTENTABIGA,"P. O. BOX GP451, BOLGATANGA",0245373494,,SERVICE,A,
LA-SO DRINKING SPOT,NEAR KUMASI PELUNGU STATION,,PELUNGU GOOD SHEPHERD INTERNATIONAL SCHOOL,PELUNGU,,0246045397,,SERVICE,A,
LAHARE CHOP BAR,BOLGA STATION AT PELUNGU,,PELUNGU GOOD SHEPHERD INTERNATIONAL SCHOOL,PELUNGU,,0548479980,,SERVICE,A,
LAMI ENTERPRISE,SUNBOUTI HOUSE,,NYOGBARE,SEKOTE NYOGBARE NDAANBOUNG,,,,SERVICE,A,
LARIBA FASHION SHOP,ADJACENT BUGBOO'S HOUSE,,ZANLERIGU-GOUNDONG PRIMARY SCHOOL,ZANLERIGU-GOUNDONG PRIMARY SCHOOL,,0243490507,,INDUSTRY,A,
LARIBA FASHION SHOP,OPPOSITE COMING COMING DRINKING SPOT,,KONGO ADUSABISI  JHS,KONGO ADUSABISI/ JHS,,0247483997,,INDUSTRY,A,
LARIBA SHOP,ADJACENT LOWER YOURSELF FOR GOD TO RAISE YOU HIGHER,,KONGO SENIOR HIGH SCHOOL,KONGO,,0508856012,,SERVICE,A,
LAWABA SHOP,TIAMUYA HOUSE 30 METERS TO SUNBOUTI HOUSE,DATUKU SAKOTE ROAD,NYOAGBARE,SEKOTE NYOGBARE NDAANBOUNG,,,,SERVICE,A,
LIZZY PROVISION STORE,NEAR THE PRESBY CHURCH,,NAKPALIGA,NANGODI NAKPALIGA,,,,SERVICE,A,
LOGRE JUNIOR HIGH SCHOOL,OPPOSITE LOGRE PRIMARY SCHOOL,,LOGRE NAYIRE,LOGRE NAYIRE,,0249617376,,SERVICE,A,
LOVE AND PROSPERITY BEAUTY SALON,KONGO MARKET ADJACENT NAGPOKA FASHION SHOP,,KONGO ADUSABISI JHS,KONGO ADUSABISI/ JHS,,0506790801,,SERVICE,A,
LOVER'S SPOT,OPPOSITE NANGODI POLICE STATION,,KALINI,NANGODI KALINI,,,,SERVICE,A,
LOVERS SPOT,PELUNGU MARKET,,PELUNGU CHIEF'S PALACE,PELUNGU,,,,SERVICE,A,
LOWER YOURSELF AND GOD RAISE YOU PROVISION SHOP,BOLGA STATION,,PELUNGU CATHOLIC CHURCH,PELUNGU,,0547489910,,SERVICE,A,
MAD . VIDA'S COLD AND PROVISION STORE,ADJACENT BIG D BARBERING SHOP,,KONGO SENIOR HIGH SCHOOL,KONGO,,0244620613,,SERVICE,A,
MAD PAULINA BASE MEET THERE,OPPOSITE CATHOLIC CHURCH,,KONGO,KONGO,,,,SERVICE,A,
MAD TALATA FASHION SHOP,ADJACENT RAZAKA CHEMICALS,,KONGO SENIOR HIGH SCHOOL,KONGO,,0507556916,,INDUSTRY,A,
MAD. GRACE BEER BAR,OPPOSITE CATHOLIC CENTER,,KONGO TAMALE HOUSE,KONGO,,0206912250,,SERVICE,A,
MADAM AFIA STORE,KUMASI STATION PELUNGU,,PELUNGU GOOD SHEPHERD INTERNATIONAL SCHOOL,PELUNGU,,0544546862,,SERVICE,A,
MADAM AFIA'S CHOP BAR,KUMASI STATION PELUNGUU,,PELUNGU GOOD SHEPHERD INTERNATIONAL SCHOOL,PELUNGU,,0264779452,,SERVICE,A,
MADAM AKOS' CHOP BAR,KUMASI STATION AT PELUNGU,,PELUNGU GOOD SHEPHERD INTERNATIONAL SCHOOL,PELUNGU,,0544546862,,SERVICE,A,
MADAM AZUMAH PITO BASE,BEHIND ZANLERIGU PRIMARY SCHOOL,,ZANLERIGU-GAANE PRIMARY SCHOOL,ZANLERIGU GAANE,,0541078868,,INDUSTRY,A,
MADAM BADASUN CHOP BAR,PELUNGU MARKET,,PELUNGU CHIEF'S PALACE,PELUNGU,,,,SERVICE,A,
MADAM BIRE CHOP BAR,BOLGA STATION AT PELUNGU,,PELUNGU GOOD SHEPHERD INTERNATIONAL SCHOOL,PELUNGU,,0544736519,,SERVICE,A,
MADAM DOKPOKA SPOT,DAMULUGU TINDONGO,,DAMULUGU TINDONGO,DAMULUGU TINDONGO,,,,SERVICE,A,
MADAM DORIS FASHION SHOP,BEHIND ZOLIBA GARDENS,,ZALERIGU-GAANE CATHOLIC CHURCH,ZANLERIGU GAANE,,0267406349,,INDUSTRY,A,
MADAM EMILIA PROVISION SHOP,PELUNGU MARKET,,PELUNGU CHIEF PALACE,PELUNGU,,,,SERVICE,A,
MADAM ESI'S FASHION SHOP,ADJACENT MADAM LIZY'S STORE,,ZANLERIU-GAANE PRIMARY SCHOOL,ZANLERIGU GAANE,,0508858959,,INDUSTRY,A,
MADAM FELICA FASHION SHOP,ADJACENT IT IS FINE DRINING SPOT,,ZANLERIGU-ASONGE,ZANLERIGU ASONGE,,0507551025,,INDUSTRY,A,
MADAM GEORGINA BEAUTY SALON,BEHIND PELUNGU MOSQUE,,PELUNGU CATHOLIC CHURCH,PELUNGU,,0546798152,,SERVICE,A,
MADAM GIFTY BEAUTY SALON,AGRIC QUARTERS,,PELUNGU CATHOLIC CHURCH,PELUNGU,,0546196345,,SERVICE,A,
MADAM GIFTY POYEN HAIR SALON,INFRONT OF THE KONTINTABIG JUNIOR HIGH SCHOOL,,KONTINTABIG,KOTINTABIG,,,,SERVICE,A,
MADAM GRACE ASSIBI SHOP,OPPOSITE ATIAH'S DRINKING BAR,,ZANLERIGU-ASONGE,ZANLERIGU ASONGE,,0245344207,,INDUSTRY,A,
MADAM HAWA PROVISION STORE,BOLGA STATION PELUNGU,,PELUNGU GOOD SHEPHERD INTERNATIONAL SCHOOL,PELUNGU,,0506219319,,SERVICE,A,
MADAM HELINA'S FASHION SHOP,ADJACENT MADAM MERCY BEAUTY SALOON,,LOGRE POTTIN,LOGRE POTTIN,,0504159408,,INDUSTRY,A,
MADAM LAHARE DRINKING BAR,AGRIC QUARTERS,,PELUNGU CATHOLIC CHURCH,PELUNGU,,0544572414,,SERVICE,A,
MADAM LARIBA DRINKING SPOT,BOLGA STATION AT PELUNGU,,PELUNGU GOOD SHEPHERD INTERNATIONAL SCHOOL,PELUNGU,,0502249909,,SERVICE,A,
MADAM LARIBA STORE,ADJACENT AFIA'S DRINKING SPOT,,ZANLERIGU-ASONGE,ZANLERIGU ASONGE,,0247441672,,SERVICE,A,
MADAM LIZY'S STORE,ADJACENT YEENBAG SPOT,,ZANLERIGU-GOUNDONG PRIMARY SCHOOL,ZANLERIGU-GOUNDONG PRIMARY SCHOOL,,,,SERVICE,A,
MADAM LIZY'S STORE,ADJACENT MADAM MARY'S STORE,,ZANLERIGU-GAANE PRIMARY SCHOOL,ZANLERIGU GAANE,,0543965531,,SERVICE,A,
MADAM MARTHA'S HAIRDRESSING SALON,OPPOSITE HELINA'S CHOP BAR,,ZANLERIGU-ASONGE,ZANLERIGU ASONGE,,0548363866,,SERVICE,A,
MADAM MARY'S STORE,BEHIND ZANLERIGU PRIMARY SCHOOL,,ZANLERIGUU-GAANE PRIMARY SCHOOL,ZANLERIGU GAANE,,0547837702,,SERVICE,A,
MADAM MAVIS PROVISION STORE,BOLGA STATION AT PELUNGU,,PELUNGU GOOD SHEPHERD INTERNATIONAL SCHOOL,PELUNGU,,0502249909,,SERVICE,A,
MADAM MERCY BEAUTY SALON,ADJACENT MADAM HELINA FASHION SHOP,,LOGRE POTTIN,LOGRE POTTIN,,0245803630,,SERVICE,A,
MADAM PAULINA HAIR DRESSING SALON,OPPOSITE AMOODUKO'S HOUSE,,DALIGA ZOPELIG,DALIGA ZOPELIG,,0248578172,,SERVICE,A,
MADAM PAULINA WEAVING CENTER,OPPOSITE SIMANAHO'S HOUSE,,DALIGA ZOPELIG,DALIGA ZOPELIG,,0543104809,,INDUSTRY,A,
MADAM POAGYANG STORE,KUMASI STATION AT PELUNGU,,PELUNGU GOOD SHEPHERD INTERNATIONAL SCHOOL,PELUNGU,,0243924810,,SERVICE,A,
MADAM ROSE BAR,UNDER MTN MAST,,PELUNGU CATHOLIC CHURCH,PELUNGU,,0244411305,,SERVICE,A,
MADAM TEMPOKA'S SPOT,CHIEF'S PALACE,,PELUNGU CHIEF'S PALACE,PELUNGU,,,,SERVICE,A,
MADAM TIPORKA STORE,BOLGA STATION PELUNGU,,PELUNGU GOOD SHEPHERD INTERNATIONAL SCHOOL,PELUNGU,,0246003885,,SERVICE,A,
MADAM VIVIAN FASHION SHOP,BEHIND THE PELUNGU MOSQUE,,PELUNGU CATHOLIC CHURCH,PELUNGU,,0245987209,,INDUSTRY,A,
MAVIS HAIR SALON,ADJACENT TO GOD IS GOOD PROVISION STORE,,NANGODI ZOYA,NANGODI-ZOYA,,,,SERVICE,A,
MAXWELL PROVISION STORE,DAMULUGU TINDONGO,,DAMULUGU TINDONGO,DAMULUGU TINDONGO,,0240764199,,SERVICE,A,
MBABOAT SPOT,ADJACENT BABIE PITO BASE,,ZANLERIGUU-GAANE PRIMARY SCHOOL,ZANLERIGU GAANE,,,,SERVICE,A,
MBAWONE'S STORE,OPPOSITE PRESENTATION SCHOOL,,LOGRE POTTIN,LOGRE POTTIN,,0541621753,,SERVICE,A,
MILLECENT PROVISION SHOP,ADJACENT FAUSTINA FASHION SHOP,,KONGO SENIOR HIGH SCHOOL,KONGO,,0543388106,,SERVICE,A,
MINISTRY OF FOOD AND AGRICULTURE,ON THE BOLGATANGA BAWKU ROAD OPPOSITE THE PRESBY CHURCH,,NAKPALIGA,NANGODI NAKPALIGA,"P. O. BOX 649, BOLGATANGA",0201829380,,AGRICULTURE,A,
MMABILA PITO BASE,PELUNGU MARKET,,PELUAGU CHIEF'S PALACE,PELUNGU,,0540299779,,SERVICE,A,
MOSES' ENTERPRISE,BOLGA STATION AT PELUNGU,,PELUNGU GOOD SHEPHERD INTERNATIONAL SCHOOL,PELUNGU,,0249717396,,SERVICE,A,
MOTHER HAIR CARE BEAUTIFUUL SALON,BOLGA STATION AT PELUNGU,,PELUNGU GOOD SHEPHERD INTERNATIONAL SCHOOL,PELUNGU,,0247403223,,SERVICE,A,
MOVE AHEAD,KONGO LORRY STATION,,KONGO ADUSABISI  JUNIOR HIGH SCHOOL,KONGO ADUSABISI/ JHS,,0208421133,,SERVICE,A,
MR . TIGER BAR,ADJACENT MAVIS HAIR SALOON,,NANGODI ZOYA,NANGODI-ZOYA,,,,SERVICE,A,
NAABPOGYANG PITO BASE,NKUNI,,SEKOTI NKUNI,SEKOTI NKUNI,,,,SERVICE,A,
NAABUN DRINKIN SPOT,BUGRE HOUSE 20 METERS TO OLD BORE HOLE,,NAMOORANTENG NYOGBARE,SEKOTE NYOGBARE NDAANBOUNG,,,,SERVICE,A,
NAAGTIN'S STORE,OPPOSITE KAREKA'S HOUSE,,TINDON-ZIII BARIKI,TINDON-ZIIRI BARIKI,,0547278671,,SERVICE,A,
NABDAM DISTRICT ASSEMBLY,BOLGA BAWKU HIGHWAY ROAD,,KALINI,NANGODI KALINI,"P. O. BOX 649, BOLGATANGA",0244764337,,SERVICE,B,
NABDAM DISTRICT HEALTH DIRECTORATE,ADJACENT TO LIZZY PROVISION STORE,,NAKPALIGA PRESBYTARIAN CHURCH,NANGODI NAKPALIGA,"PMB, BOLGATANGA",0208507670,,SERVICE,A,
NABDAM EDUCATION OFFICE,OPPOSITE KONGO DABORIN JUNIOR HIGH SECONDARY,,KONGO SENIOR HIGH SCHOOL,KONGO,,0209812613,,SERVICE,A,
NAGBIL HOUSE SPOT,DAMULUGU TINDONGO,,DAMULUGU TINDONGO,DAMULUGU TINDONGO,,0247283398,,SERVICE,A,
NAGPOKA DRINKING SPOT,SEKOTI NKUNI,,SEKOTI NKUNI,SEKOTI NKUNI,,,,SERVICE,A,
NAGPOKA FASHION SHOP,KONGO MARKET ADJACENT GOD IS OMNIPOTENT SHOP,,KONGO ADUSABISI  JUNIOR HIGH SCHOOL,KONGO ADUSABISI/ JHS,,0545460313,,INDUSTRY,A,
NALINIER BASE,KPARRIG HOUSE FOURTH SHOP 20 METER TII HOUSE,,NYOGBARE,SEKOTE NYOGBARE NDAANBOUNG,,,,SERVICE,A,
NAMOURANTENG PRIMARY/ KINDAGARTEN,NAMOORANTENG SCHOOL,,NAMOORANTENG,SEKOTE NYOGBARE NDAANBOUNG,,,,SERVICE,A,
NANGODI HEALTH CENTRE,BOLGA TANGA BAWKU ROAD,,KALINI,NANGODI KALINI,"PMB, NABDAM",0209811579,,SERVICE,A,
NANGODI JUNIOR HIGH SCHOOL,BY THE ROAD NANOGODI BAWKU ROAD,,NANGODI NAKPALIGA,NANGODI NAKPALIGA,"P. O. BOX 118, BOLGATANGA",0205216361,,SERVICE,A,
NATIONA DISATER MANAGEMENT ORGANISATION,AT THE NANGODI DISTRICT ASSEMBLY BLOCK,,KALINI,NANGODI KALINI,"P. O. BOX BGN 649, BOLGATANGA",0208484816,,SERVICE,A,
NEEMATU FASHION SHOP,OPPOSITE ASSEMBLYMAN'S HOUSE,,PELUNGU GOOD SHEPHERD INTERNATIONAL SCHOOL,PELUNGU,,0542384254,,INDUSTRY,A,
NEVER LOSE HOPE CHAPTER 2 SPOT,ADJACENT GOD'S TIME IS THE BEST MINI STORE,,ZANLERIGU-ASONGE,ZANLERIGU ASONGE,,0544382826,,SERVICE,A,
NEW BASE PITO BAR,DIRECT OPPOSITE CATHOLIC CHURCH,,PELUNGU CATHOLIC CHURCH,PELUNGU,,0244948882,,SERVICE,A,
NEW BASE SPOT,ZOOGO,,YIKOLI ZOOGO,YAKOLI ZOOGO,,,,SERVICE,A,
NEW BLUE CHOP BAR,BOLGA STATION PELUNGU,,PELUNGU CHIEF'S PALACE,PELUNGU,,0249737744,,SERVICE,A,
NEW MODERN CHEMICAL SHOP,CATHOLIC CHURCH,,PELUNGU CATHOLIC CHURCH,PELUNGU,,0245280723,,SERVICE,A,
NKUMEZI PRIMARY SCHOOL,IN NKUMEZI TOWNSHIP,,NKUMEZI,SEKOTI KOTENTABIGA,"P. O. BOX GP 118, NANGODI",0202245646,,SERVICE,A,
NMALITEBA BEAUTY SALON,BEHIND KALINIMARKET SQUARE,,KALINI,NANGODI KALINI,,,,SERVICE,A,
NO HELPER THAN GOD PROVISION STORE,BEHIND THE KOTINITABLG PRIMAY SCHOOL,,KOTINTABIG,KOTINTABIG,,,,SERVICE,A,
NO NINE NO TEN GRINDING MILL,OPPOSITE THE MARKET SQUARE,,KALINI,NANGODI KALINI,,,,INDUSTRY,A,
NO9 NO10 BARBERING SHOP,OPPOSITE OLD KONGO SENIOR HIGH SCHOOL,,KONGO OLD CHIEF HOUSE,KONGO ADUSABISI/ JHS,,0203119580,,SERVICE,A,
NON FORMAL EDUCATION,AT THE DISTRICT ASSEMBLY BULIDING,,KALINI,NANGODI KALINI,"C/O P. O. BOX 649, BOLGATANGA",0243782573,,SERVICE,A,
NONGMI CHOP BAR,BOLGA STATION AT PELUNGU,,PELUNGU GOOD SHEPHERD INTERNATIONAL SCHOOL,PELUNGU,,0208418191,,SERVICE,A,
NSOMA BASE ENTERPRISE,NSUMA HOUSE BEHIND ZIBA BASE,,NYOGBARE,SEKOTE NYOGBARE NDAANBOUNG,,,,SERVICE,A,
NYOGBARE JUNIOR HIGH SCHOOL,NYOQBARE JUNIOR HIGH SCHOOL,,NYOGBARE,SEKOTE NYOGBARE NDAANBOUNG,"P. O. BOX 451, SAKOTE",,,SERVICE,A,
NYOGBARE PRIMARY SCHOOL,NYOGBARE PRIMARY,,NYOGBARE,SEKOTE NYOGBARE NDAANBOUNG,"P. O. BOX 451, SAKOTE",,,SERVICE,A,
OBOURH DRINKING SPOT,PANAYA HOUSE CLOSE TO NANGODI PRIMARY SCHOOL,,ZOYA,NANGODI-ZOYA,,,,SERVICE,A,
OLIVER GROUNDING MILL CENTER,BEHIND OBOURH'S DRINKING SPOT,,WATER RESERVOIR,NANGODI NAKPALIGA,,,,INDUSTRY,A,
ONE IN TOWN SPOT,KONGO MARKET ADJACENT SHARIFA KENTE WEAVING SHOP,,KONGO ADUSABISI  JUNIOR HIGH SCHOOL,KONGO ADUSABISI/ JHS,,0242855644,,SERVICE,A,
PEACE AND FAITH FASHION SHOP,BEHIND ZANLERIGU PRIMARY SCHOOL,,ZANLERIGU-GAANE PRIMARY SCHOOL,ZANLERIGU GAANE,,0249067996,,INDUSTRY,A,
PEACE AND LOVE DRINKING BAR,OPPOSITE CATHOLIC CHURCH,,PELUNGU CATHOLIC CHURCH,PELUNGU,,0546711730,,SERVICE,A,
PEACE AND LOVE FASHION SHOP,KUMASI STATION AT PELUNGU,,PELUNGU GOOD SHEPHERD INTERNATIONAL SCHOOL,PELUNGU,,0249802067,,INDUSTRY,A,
PEACE AND LOVE FASHION SHOP,ADJACENT GOD BLESS BEAUTY SALOON,,ZANLERIGU-ASONGE,ZANLERIGU ASONGE,,0243824066,,INDUSTRY,A,
PELGOOH PROVISION SHOP,SEKOTI TENGPONG,,SEKOTO TENGPONG,SEKOTI-TENGPONG,,,,SERVICE,A,
PELUNGU CLINIC,PELUNGU,,PELUNGU CATHOLIC CHURCH,PELUNGU,,0206341276,,SERVICE,A,
PELUNGU JUNIOR HIGH SCHOOL,PELUNGU,,PELUNGU CATHOLIC CHURCH,PELUNGU,"P. O. BOX 561, TONGO",0248978152,,SERVICE,A,
