,,,,,,,,,,
ESTABLISHMENT NAME,EXACT LOCATION,STREET ADDRESS,SUBURB,TOWN NAME,POSTAL ADDRESS,TELEPHONE,EMAIL,SECTOR,SIZE,
NATIONAL COMMISSION FOR CIVIC EDUCATION,OPPOSITE GNFS,GHANA FIRE SERVICE ROAD,MAIN TOWN,DISTRICT ASSEMBLY,"P.O.BOX 23, LAWRA",0208300425,,SERVICE,A,
NATIONAL HEALTH INSURANCE SCHEME,INSIDE THE DISTRICT HOSPITAL,LAWRA EREMON ROAD,,LOW COST,"P.O.BOX 89, LAWRA",0208379653,,SERVICE,A,
NAWAYIRI CORN MILL,NAWAYIRI,YAGRA EREMON NAAYIRI DAZUGRI ROAD,EREMON NAAYIRI,EREMON NAAYIRI,,0205873270,,INDUSTRY,A,
NEW 35ST DECEMBER WOMEN DAY CARE,BEHIND FELIX PAULTARY FARM,EREMON LAWRA ROAD,BARYEL,DOWINE,,,,SERVICE,A,
NEW TIMERS SPOT,AT BAAZIEYIR,,BAAZIEYIR,TOLIBRE,,0248112694,,SERVICE,A,
NEW TIMERS TAILORING SHOP,AT BAAZIEYIR,,BAAZIEYIR,TOLIBRI,,0507497675,,INDUSTRY,A,
NICHOLAS DRINKING SPOT,OPPOSITE TUMA ROMAN CATHOLIC SCHOOL,,TANGZU,TUMA,,0262588821,,SERVICE,A,
NO HELPER THAN GOD ENTERPRISE,ZONGO STATION,DOWENI LAWRA ROAD,SURGUON,EREMON,,0506669433,,SERVICE,A,
NO PAIN NO GAIN SPOT,OPPOSITE ANC\PMTCT CENTRE,,,BABILE,,0263434445,,SERVICE,A,
NOME DRINKING SPOT,250 METERS FROM CUCTOM OFFICE OPPOSITE ALAJI'S HOUSE,DAPILA KWANTA-BLACK VOLTA ROAD,YEPALA,METAW,,0269710844,,SERVICE,A,
NON FORMAL EDUCATION DIVISION,OPPOSITE DISTRICT HOSPITAL,DISTRICT HOSPITAL ROAD,,DISTRICT ASSEMBLY,"P.O.BOX 26, LAWRA",0205380720,,SERVICE,A,
NONNEH ELECTRICALS,OPPOSITE DAN WAX MOTORS,LAWRA NANDOM ROAD,BANTAMA,TOWN CENTRAL,"P.O.BOX 23, LAWRA",0207829090,,SERVICE,A,
NONNEH ELECTRICALS,OPPOSITE DANWAX MOTORS,LAWRA NANDOM ROAD,LAWRA MAIN TOWN,BANTAMA,"P.O.BOX 94, LAWRA",0207829090,,SERVICE,A,
NOUR MACHINE,IN FRONT OF KPERIBREYIR,,TUMA TANZIR,TUMA,,0241827196,,INDUSTRY,A,
NUORTUO LEKAANAMWE CORN MILL,BEHIND EREMON CLINIC,,,EREMON,,0207090299,,INDUSTRY,A,
NURAKA DELLE ENTERPRISE,ADJACENT FIRST NATIONAL BANK,MARKET ROAD,KUU-BERE,MHALUYIR,,0207555742,,SERVICE,A,
NWINSONG ENTERPRISE,ADJACENT THE COMMERCIAL BANK,NAAYIR ROAD,NAAYIR,ZONGO,"P.O.BOX 1, LAWRA",0208981078,,SERVICE,A,
NYAME AYE ENTERPRISE,OPPOSITE RABITO CLINIC,LAWRA BABILE ROAD,ZONGO,ZONGO,,0207418480,,SERVICE,A,
NYETENG TAILORING SHOP,ADJACENT KONTOL LODGE,,NAAYIR,ZONGO,"P.O.BOX 1, LAWRA",0208072202,,INDUSTRY,A,
NYOGYANG RAYMOND CORN MILL,BEHIND GODONYIRI,,KIKILA,ZAMBO,,,,INDUSTRY,A,
NYORR ANDOGRAYIRI GRINDING MILL,OPPOSITE MAYIREEYIRI,JIRAPA ROAD,DOMPARE,DOWINE,,0547026897,,INDUSTRY,A,
OASIS COMPUTER COLLEGE,,,LAWRA,LAWRA,", LAWRA",,,SERVICE,A,
OLD TIMER SPOT,100 METERS FROM N PAA WULLO ENTERPRISE,,BAAZIEYIR,TOLIBRI,,0508385940,,SERVICE,A,
OVER TO GOD ENTERPRISE,ADJACENT DIKPE POZARI HOUSE,LAWRA BABILE ROAD,TOVORE,TOVORE,,0541497459,,SERVICE,A,
OVER TO GOD TAILORING SHOP,BEHIND KUUDEM'S HOUSE IN FRONT OF NAAMWINZIE'SHOUSE,LAWRA BABILE ROAD,DOMANGYE,FURO,,0508616007,,INDUSTRY,A,
PARLIAMENT BAR,OPPOSITE THE CATHOLIC CHURCH,BAAZING ROAD,YAGRA TANZU,EREMON,,0262067326,,SERVICE,A,
PARO CONSTRUCTION WORKS,MOBIL FILLING STATION-LAWRA,,LAWRA,LAWRA,"P.O.BOX 33, LAWRA",,,INDUSTRY,A,
PARPISAY HAIRCUTS,DIRECTLY OPPOSITE WEST LINK FM STATION,DISTRICT HOSPITAL ROAD,LAWRA MAIN STATION,ZONGO,,0200120631,,SERVICE,A,
PASCLINA BEAUTY SALON,OPPOSITE ABA'S HOUSE,OFF BABILE ROAD,WUSIELEYIR,ZONGO,,0205095715,,SERVICE,A,
PATRICIA SEWING CENTRE,ZONGO,LAWRA ROAD,SORGUON,EREMON,,0508090854,,INDUSTRY,A,
PAUL KUUNTUO ENTERPRISE,DONZALE'S HOUSE,TUOPARE EREMON ROAD,EREMON,BURE,,0265615364,,SERVICE,A,
PAULINA KOJO BAR,OPPOSITE KPACUGLE HOUSE,NANDOM TUOPARE ROAD,GUO,TANYAGA,,0547485973,,SERVICE,A,
PAVUU BAPTIST CHURCH,ON THE LEFT HANDSIDE OF PAVUU-BABILE ROAD BYMARKET,LAWRA-DOURI,PAVUU MARKET,PAVUU,"P.O.BOX 39, LAWRA",0208545452,,SERVICE,A,
PAVUU BAPTIST PRIMARY SCHOOL,BY THE FIRST HILL ON PAVUU BABILE ROAD,,TAKAA,PAVUU,"P.O.BOX 57, LAWRA",0265881679,,SERVICE,A,
PAYNYENI ENTERPRISE,NEAR TAKUR DOURI JUNCTION,DOMPARE,LAWRA ROAD,DOWINE,,,,SERVICE,A,
PENTECOST PREPARATORY SCHOOL,PENTECOST CHURCH PREMISES,LAWRA  DOMWIN ROAD,RESIDENTIAL AREA,LAWRA,"P.O.BOX 67, LAWRA",0243257142,,SERVICE,A,
PETER NUNKU BAR,NUNKU'S HOUSE,,ZOOPAAL,ZAMBO,,0541349193,,SERVICE,A,
POINT 7,LEFT HAND SIDE ON THE LAWRA-DUORI ROAD,LAWRA-DUORI ROAD,NAALEYIR,FALU,,0502653566,,SERVICE,A,
POLLEH ENTERPRISE,IN FRONT OF GMEREYIR,,GMEREYIR,BAREWON,,0260694480,,SERVICE,A,
POLYCLINIC BABILE,ON THE BIRIFO ROAD,,,BABILE,,0543301951,,SERVICE,A,
POTIERMUO SAAYIRI GRINDING MILL,BEHIND ZAMBO OLD CLINIC,KIKILA ROAD,BADE,ZAMBO,,0508121396,,INDUSTRY,A,
PRAISE JESUS WEAVING CENTRE,IN FRONT OF UNITED PENTECOST CHURCH,WEEKLY MARKET ROAD,MALU-YIR,BANTAMA,,0209041514,,INDUSTRY,A,
QUALITY & ZUKPALE BAR,ADJACENT LAWRA RURAL AREA BANK,,LAWRA,LAWRA,"P.O.BOX 64, LAWRA",,,SERVICE,A,
RASHID DESIGNING AND TAILORING,DIRECTLY OPPOSITE MOHAMMED YAKUBU'S HOUSE,LAWRA BABILE ROAD,ZONGO,KUNYUKUO,,0264250617,,SERVICE,A,
RENT CONTROL DEPARTMENT,OPPOSITE DISTRICT HOSPITAL,DISTRICT HOSPITAL ROAD,,DISTRICT ASSEMBLY,"P.O.BOX 23, LAWRA",0201393983,,SERVICE,A,
RICHARD KUUNEYENAA GRINDING MILL,NEAR THE SMALL HIGH TENSION POLE,TANBILE YEPELE ROAD,PAUYAANI,TANBILEZU,,0209809147,,INDUSTRY,A,
RICHARD SEWING ENTERPRISE,BEHINH CHPS NYAAME'S HOUSE,ON THE MARKET ROAD,MARKET AREA,YIKPEE,,0207861236,,SERVICE,A,
RICHARDS ENTERPRISE,DIRECTLY OPPOSITE VRA OFFICE,LAWRA-NANDOM ROAD,LAWRA MAIN TOWN,BANTAMA,"P.O.BOX 26, LAWRA",0206161596,,INDUSTRY,A,
RITA WEAVING SHOP,OPPOSITE ZIEKAH CHEMICAL SHOP,AMBURI ROAD,GONGPERI,GONGPER,,0506670330,,INDUSTRY,A,
ROMBULOS DERY CORN MILL,TUOPARE FOOT PATH BEHIND THE SHRINE,JIRAE NANDOM ROAD,LISSA,MOUGANG,,0248320178,,INDUSTRY,A,
RUFINUS BOROH,GAABELITAPARE,BOOKALE ROAD,BOOKALE ROAD,BOO,,0268955094,,SERVICE,A,
RURAL AMBITION,NEXT BUILDING ADJACENT TO BAPTIST CHURCH,DIKPE ROAD,,GONGPERI,"P.O.BOX 19, LAWRA",0208394435,,SERVICE,A,
SAA FOO KUM SPOT,100 METRES BEFORE RASTAYYIR,,TUMA TANZIR,TUMA,,,,SERVICE,A,
SAANI ENTERPRISE,OPPOSITE FOSTER NAAB CHEMICAL SHOP,NAA BINNE STREET,,ZONGO,,0209211878,,SERVICE,A,
SALIFU SAMADU MOSQUE,DIRECTLY OPPOSITE MUSTAPHA'S HOUSE,TOLIBRE BABILE ROAD,ZONGO,KUNYUKUO,,0246545552,,SERVICE,A,
SALIFU'S CORN MILL,BESIDES OGA NASIRU'S HOUSE,LAWRA BABILE ROAD,ZONGO,KUNYUKUO,,0263366069,,INDUSTRY,A,
SAM CORN MILL,DIRECTLY OPPOSITE RASTA'S HOUSE,KUNYUKUO METAU BOU ROAD,KOLAGANG,KUNYUKUO,,,,INDUSTRY,A,
SAMADU'S ENTERPRISE,DIRECTLY OPPOSITE ALHAJI YAHAYA'S HOUSE,LAWRA BABILE,ZONGO,KUNYUKUO,,0264249494,,SERVICE,A,
SANKARA SPOT,OPPOSITE DAMIENU'S SHOP,,KONTA,TOLIBRI,,0202064385,,SERVICE,A,
SANNI SALAMAYU ENTERPRISE,NEAR THE BLACK VOLTA,BLACK VOLTA ROAD,ZONGO,BAGRI,,0267969991,,SERVICE,A,
SAVIOR CHEMICAL SHOP,SAVIOR CHEMICAL SHOP,SIKA ASEM ROAD,DEKORAYIR,DEKORAYIR,,0208396018,,SERVICE,A,
SCHOLASTICA SEWING SHOP,OPPOSITE MANGO GREEN BASE,BAAZING ROAD,YAGRA TANZU,EREMON,,,,INDUSTRY,A,
SEBASTINE TOMMEI ENTERPRISE,NEAR BOO DAY NURSERY,KANI HAN ROAD,KALLI,BOO,,0268438849,,SERVICE,A,
SEEING IS BELIEVING TAILORING SHOP,OPPOSITE THE DOWINE CENTRAL MARKET JUNCTION,LAWRA ROAD,DOMPARE,DOWINE,,0248206993,,INDUSTRY,A,
SEG-IR ALICE BOUTIQUE,BESIDE SUNNY BEST COMPANY LIMITED,DIKPE ROAD,ZONGO,ZONGO,,0208561599,,SERVICE,A,
SEIDU SAUDATU ENTERPRISE,NEAR THE BLACK VOLTA,BLACK VOLTA ROAD,ZONGO,BAGRI,,0200880332,,SERVICE,A,
SEY WAALE GRINDING MILL,OPPOSITE DANNEX ENTERPRISE,WEEKLY MARKET ROAD,MARKET SQUARE,YIKPEE,,0207361676,,INDUSTRY,A,
SHERIF FOODSTUFFS VENDORING SHOP,ADJACENT RASHID'S DESIGNS OPPOSITE YAHAYA'S HOUSE,LAWRA BABILE ROAD,ZONGO,KUNYUKUO,,,,SERVICE,A,
SIAA GRINDING MILL,GBEEYIRI,,BAAYOOLU,ZAMBO,,0506672163,,INDUSTRY,A,
SIKA ASEM SPOT,MARKET SQUARE,MARKET ROAD,WEEKLY MARKET,YIKPEE,,0204229686,,SERVICE,A,
SISEA CORN MILL,200 METERS FROM CUSTOM OFF ICE OPPOSITE WIEH'SHOUSE,DAPILA KWANTA TO BLACK VOLTA,YEPALA,MATAU,,0209250357,,INDUSTRY,A,
SISQO,OPPOSITE MARKET STORES ON THE LAWRA ROAD,,ZONGO,BABILE,,0542084588,batiakauora@gmail.com,SERVICE,A,
SISTER SALA'S FASHION SHOP,BESIDE SAVIOUR CHEMICAL SHOP,SIKA ASEM ROAD,DEKORAYIR,DEKORAYIR,,0203142984,,SERVICE,A,
SIVINUS BOPTAA DRINKING SPOT,AROUND THE FOOTBALL FIELD,LISSA TUOPARE ROAD,LISSA,MUOGANG,,0240348994,,SERVICE,A,
SMALL MAJOR TAILORING SHOP,200 METERS FROM ZAMBO EREA COUNCIL DIRECTLY OPPOSITE SONTAA-TIETAA WEAVING CENTRE,LAWRA DOWENI,NAWONGYELE,ZAMBO,,0208953581,,INDUSTRY,A,
SOBRO CARPENTRY SHOP,IN FRONT SOBRO'S HOUSE,GBIER CHIEF PALACE TOWARDS LAWRA ROAD,KURVYIRI,GBIER,,0249846685,,INDUSTRY,A,
SOLO BICYCLE,EREMON MARKET,,YAGRA TANZU,EREMON,,0265295625,,SERVICE,A,
SONBAALA ENTERPRISE,EREMON MARKET,,YAGRA TANZU,EREMON,,0243797974,,SERVICE,A,
SONGBAALA ENTERPRISE,OPPOSITE THE STOREY BUILDING,LAWRA HOSPITAL ROAD,ZONGO,ZONGO,"P.O.BOX 73, LAWRA",0208375852,,SERVICE,A,
SONGBAALA ENTERPRISE,OPPOSITE DISTRICT ASSEMBLY,DISTRICT HOSPITAL ROAD,LAWRA MAIN TOWN,COMMUNITY CENTRE,"P.O.BOX 73, LAWRA",0208375852,,SERVICE,A,
SONGBAALA ENTERPRISE,HALF MILE FROM AREA COUNCIL TOWARDS DOWINE ADJACENT BORO DERIS HOUSE,LAWRA DOWENI ROAD,NAWONGYELE,ZAMBO,"P.O.BOX 73, LAWRA",0208373418,,SERVICE,A,
SONGTAA NE NAALU ENTERPRISE,DIRECTLY OPPOSITE KUDJO'S ENTERPRISE,YIKPENG BLACK VOLTA ROAD,SAAZU,DIKPE,,0203313794,,SERVICE,A,
SONGTAA-TIETAA WEAVING CENTRE,100 METERS FROM ZAMBO COUNCIL OPPOSITE MAJOR'S HOUSE,LAWRA DOMWEINE ROAD,NAWONGELE,ZOMBO,"P.O.BOX 26, LAWRA",0205824803,,INDUSTRY,A,
SONZEL BAR,BONIFACE DAMBOBRYIRI,,BAYOOLU,ZAMBO,,0204852827,,SERVICE,A,
SSNIT-LAWRA,OPPOSITE THE LAWRA SECONDARY JUNCTION,LAWRA-EROMON ROAD,,DISTRICT ASSEMBLY,"P.O.BOX 64, LAWRA",,,SERVICE,A,
ST JOSEPH CO-OPERATION CREDIT UNION,BY G P R T U NUMBER 2,,,BABILE,"P.O.BOX 12, JIRAPA",,,SERVICE,A,
ST JOSEPH ENTERPRISE,NEAR LAWRA RURAL BANK,LAWRA NANDOM ROAD,LAWRA TOWN,ZONGO,"P.O.BOX 26, LAWRA",0245278293,,SERVICE,A,
ST MARKS SHOP,OPPOSITE DISTRICT ASSEMBLY,DISTRICT HOSPITAL ROAD,LAWRA MAIN TOWN,COMMUNITY CENTRE,,0208419898,,SERVICE,A,
ST MICHAEL CATHOLIC CHURCH,BEHIND ZONGO,BAAZING ROAD,YAGRA TANZU,EREMON,"P.O.BOX 42, LAWRA",,,SERVICE,A,
ST PETER'S CATHOLIC PARISH,OPPOSITE GHANA EDUCATION SERVICE,HOSPITAL LAWSEC ROAD,NEW TOWN,LAWRA,"P.O.BOX 28, LAWRA",0202678868,,SERVICE,A,
ST THERESA'S CATHOLIC CHURCH,ADJACENT KUNNYUKUO ROMAN CATHOLIC PRIMARY SCHOOL,,TANGZU,TUMA,"P.O.BOX 28, LAWRA",0242547101,,SERVICE,A,
STEP BY STEP BAR,BEHIND THE EREMON HEALTH CENTRE,,TANGRA TANZU,EREMON,,0208467894,,SERVICE,A,
STILL LIFE ENTERPRISE,OPPOSITE ISSAH MACHINES ON THE CENTRAL MARKETROAD,CENTRAL MARKET ROAD,LAWRA MAIN TOWN,ZONGO,,0209709936,,SERVICE,A,
SUEBU DRESS MAKING SHOP,OPPOSITE DANWAX MOTORS,LAWRA NANDOM ROAD,LAWRA MAIN TOWN,BANTAMA,,0200882919,,INDUSTRY,A,
SUNGTAA-SOB MOSQUE,OPPOSITE KUYERI'S HOUSE,GBIER CHIEF PALACE TOWARDS LAWRA ROAD,KUYERI,GBIER,,0544036261,,SERVICE,A,
SUNNY BEST COPANY LIMITED,SAME BUILDING WITH KONTOL LODGE,LAWRA-BABILE ROAD,ZONGO,ZONGO,,0248320071,,SERVICE,A,
SUPER SPORTS REGAL VENTURES,"OPPOSITE PUBLIC WORKS DEPT. OFFICE, LAW",,LAWRA,LAWRA,"P.O.BOX 49, LAWRA",,,SERVICE,A,
SWEET MOTHER CHEMICAL SHOP,ZONGO,BAAZING ROAD,SORGUON,EREMON,,0200180824,,SERVICE,A,
SWEET MOTHER SEWING SHOP,IN FRONT WESTLINK RADIO STATION,DISTRICT HOSPITAL,STATION,ZONGO,,0200264764,,INDUSTRY,A,
SWISTER YAA FASHION,OPPOSITION ZIEPKAH CHEMICAL SHOP,AMBURI,GONGPERI,GONGPERI,,,,SERVICE,A,
TAMPIE D\A JHS,IMMEDIATELY AFTER ZURI RIVER,KONDOPIE TAMPIE ROAD,MECHELE,TAMPIE,"P.O.BOX 93, LAWRA",,,SERVICE,A,
TAMPIE D\A PRIMARY SCHOOL,IMMDIATELY ACCROSS THE RIVER,KONDOPIE TAMPIE ROAD,MECHELLE,TAMPIE,"P.O.BOX 93, LAWRA",,,SERVICE,A,
TANBILEZU PAYAANI D\A PRIMARY SCHOOL,OPPOSITE THE YIRPELE CHPS ZONE,,PAYAANI,TANBILEZU,,0208070122,,SERVICE,A,
TANCHARA CHPS,THE CONTAINER,,TANCHARA CENTRAL,TANCHARA,,,,SERVICE,A,
TANCHARA KOR D\A PRIMARY SCHOOL,200 METRES AFTER THE CONTAINER,,TANCHARA,TANCHARA,"P.O.BOX 4, BABILE",0204520340,,SERVICE,A,
TANCHARA-KORO JUNIOR HIGH SCHOOL,100 METERS AFTER TANCHARA KORO D\A PRIMARY SCHOOL,,CONTAINER,TANCHARA,"P.O.BOX 26, LAWRA",0240392302,,SERVICE,A,
TANYE SPOT,,BOOKALE ROAD,BOOKALE,BOO,,0267760565,,SERVICE,A,
TAPAGRE ENTERPRISE,BEHIND YARO'S HOUSE,SIKA ASEM ROAD,DEKORAYIR,DEKORAYIR,,0545510030,,SERVICE,A,
TAROO BAR,BEHIND EREMON MARKET,,YAGRA TANZU,EREMON,,0241491269,,SERVICE,A,
TEARU BAENWINE ENTERPRISE,THE MAIN MARKET SQUARE OPPOSITE FRANCIS SHOP,,PAYAANI KOKOR,HOBAA,,0203487691,,SERVICE,A,
TENNI'S SALON,OPPOSITE MENSAH SEY'S HOUSE,YIKPEE ROAD,GYOTEY YIRI,ZONGO,,0508695993,,SERVICE,A,
TER-IB MACHINE,100 METERS FROM POINT 7 DRINKING SPOT,LAWRA-DUORI ROAD,NAALEYIR,FALU,,0502653566,,INDUSTRY,A,
THE BEST HAIR CUTS BARBERING SALON,DIRECTLY OPPOSITE VRA OFFICE,SSNIT ROAD,LAWRA MAIN TOWN,BANTAMA,"P.O.BOX 85, LAWRA",,,SERVICE,A,
THE BLESSED CHILDREN MOTHER CARE,OPPOSITE DAN-WAX MOTORS,LAWRA  NANDOM ROAD,MAIN TOWN,BANTAMA,,0207633180,,SERVICE,A,
THE CHURCH OF PENTECOST,20 METERS FROM THE TAMPIE CHIEFS PALACE,TAMPIE NYANYAR ROAD,MAWENA,TAMPIE,,,,SERVICE,A,
THE CHURCH OF PENTECOST,20 METERS FROM THE CHPS COMPOUND BEHIND FUZI'SHOUSE,YIKPENG BLACK VOLTA ROAD,,DIKPE,,0200882977,,SERVICE,A,
THING FOR YOU,OPPOSITE G P R T U NUMBER TWO,,,BABILE,,0265205760,,SERVICE,A,
THOMAS DRINKING SPOT,BEHIND RURAL AMBITIONS,AMBURI ROAD,GONGPERI,GONGPERI,,0208842260,,SERVICE,A,
TIERKORO JAMES ENTERPRISE,MYAGYIRI,BAGRI ROAD,NYAGEYIRI,TABIER,,,,SERVICE,A,
TIERYAG AMOS ENTERPRISE,NEAR THE ASSEMBLY OF GOD CHURCH,NANADOM ROAD,BAADIYIRI,KOWOB NO 2,,,,SERVICE,A,
TIGURA ENTERPRISE,OPPOSITE THE FOOTBALL FIELD,HOSPITAL GPRTU ROAD,ZINGKONUO,LAWRA,"P.O.BOX 14, LAWRA",0546229741,,SERVICE,A,
TIGURA ENTERPRISE,OPPOSITE BABILE GOATR MARKET,,ZONGO,BABILE,"P.O.BOX 14, LAWRA",0242026217,,SERVICE,A,
TINAANYE ENTEPRISE LIMITED.,,,LAWRA,LAWRA,"P.O.BOX 97, LAWRA",,,INDUSTRY,A,
TINGAN STORE,TINGANYIR IN FRONT OF THE HOUSE BEHIND NAAYIR,,NAAYIR,BAREWON,"P.O.BOX 26, LAWRA",0265823481,,SERVICE,A,
TITUS STORE,ADJACENT THE PRIMARY SCHOOL,,DEBOZER,DAZUGRI,,0207282617,,SERVICE,A,
TOLOB WIETAA CLOTHING,OPPOSITE FOUNTING GATE CHURCH,YIKPEE-DIKPE ROAD,MARKET AREA,YIKPE,,0201386705,,INDUSTRY,A,
TRIUMPHANT HOLINESS EARLY DEVELOPMENT CENTRE,OPPOSITE THE DISTRICT  HOUSE,LAWRA EREMON ROAD,MAIN TOWN,DISTRICT ASSEMBLY,"P.O.BOX 56, LAWRA",0243820853,,SERVICE,A,
TRY AND SEE ENTERPRISE,NEAR THE ROMAN CATHOLIC PRIMARY SCHOOL,BOOKALE ROAD,BOOKALE,BOO,,0502224936,,SERVICE,A,
TUGLE CORN MILL,IN FRONT OF TUGLE BEWULE'S HOUSE,TUNGULEY GBERI CHIEF PALACE ROAD,GYIRYIR,GBERI,,,,INDUSTRY,A,
TUKU'S GRINDING MILL,AT DAMBOR'S HOUSE BAYOOLU,,BAYOOLU,ZAMBO,,0208865674,,INDUSTRY,A,
TUOPARE CHPS ZONE,OPPOSITE THE FOOD CENTRE,LISSA NANDOM ROAD,TUOPARE,WASAAMOUND,,0207555779,,SERVICE,A,
TUSOE BAR,ZONGO,LAWRA ROAD,YAGRA TANZU,EREMON,,0247497322,,SERVICE,A,
TUU SOLOMON,ON THE ROAD TO THE BLACK VOLTA FROM BIRIFO NAYIRI,,,GOMBILE,,0268252763,,SERVICE,A,
VIDA DUNIA BAKERY,,,LAWRA,LAWRA,"C/O HSE. NO. LB/20, LAWRA",,,INDUSTRY,A,
VISIT ME WITH CONFIDENCE ENTERPRISE,INSIDE LAWRA DAILY MARKET,CENTRAL MOSQUE ROAD,LAWRA MAIN TOWN,LAWRA MAIN TOWN,"P.O.BOX 49, LAWRA",0209250342,,SERVICE,A,
VITALIS NYUOR DIYUO'S CORN MILL,ADJACENT NEUNOU'S HOUSE,EREMON-BAAZING ROAD,ZIMPENE,ZIMPENE,,0548496506,,INDUSTRY,A,
VITUS DRINKING SPOT,,LAWRA DOWENI,NAWANGYELE,ZAMBO,,0200858264,,SERVICE,A,
VITUS ENTERPRISE,100 METERS FROM YIEUN HOUSE BESIDE A BORE HOLE INGOYELE,KONDOPIE-TAMPIE ROAD,GOYELE,TAMPIE,,0200858264,,INDUSTRY,A,
VRA NEDCO,SAME BUILDING WITH IDEAS RESTAURANT,LAWRA NANDOM ROAD,LAWRA TOWNSHIP,BANTAMA,"P.O.BOX 141, LAWRA",0209126807,,INDUSTRY,A,
VUURE KUUNSAH GRINDING MILL,BY THE BORE HOLE AT YIPELE,YIRPELE NANDOM ROAD,PAUYAANI,TANBILEZU,,0545046874,,INDUSTRY,A,
WANYE DRINKING SPOT,ADJACENT GONPERI CHIEFS HOUSE,AMBURI ROAD,GONGPERI,LAWRA,,0205184469,,SERVICE,A,
WONI SUMBO ENTERPRISE,OPPOSITE EVERGREEN SPOT,LAWSEC ROAD,NEWTOWN,LAWRA,,0208211408,,SERVICE,A,
YAASOMA ENTERPRISE,"H/NO F.1063,FIELEMUA-UW/R",,FIELEMUA-UW/R,FIELEMUA,"P.O.BOX 20,, FIELEMUA-UW/R",,,SERVICE,A,
YADEM CORN MILL,DIRECTLY OPPOSITE DERY'S DRINKING  SPOT,LAWRA-BABILE ROAD,CHIEF'S PALACE,FURO,,0507579087,,INDUSTRY,A,
YAGTUORI DAY NURSERY,NEAR THE PALACE,ZAMBO ROAD,NUAGANGN,YAGTUORI,,,,SERVICE,A,
YAW DERY CORN MILL,OPPOSITE THE CHIEFS PALACE,KARKARI GBIER CHIEF PALACE,CHIEF PALACE,GBIER,,0509148584,,INDUSTRY,A,
YAW DRINKING SPOT,BY KALSARE-BABILE ROAD 100 METRES FROM KAVURYIR,,KAVURYIRI,KORO NO 2,,0240121342,,SERVICE,A,
YAW GRINDING MILL,MANGKUYIRI,EREMON LAWRA ROAD,BADE,ZAMBO,,,,INDUSTRY,A,
YAW KUMBA'S CORN MILL,ADJACENT THE BURE MARKET,TANZU LISSA ROAD,EREMON,BURE,,0247728563,,INDUSTRY,A,
YAWLE CORN MILL,AROUND NAATU'S HOUSE DANKO,,DANKO,DANKO,"P.O.BOX 42, LAWRA",0203901068,,INDUSTRY,A,
YIRPELE CHPS,OPPOSITE THE TANBILEZU PRIMARY SCHOOL,WOBZU TANBILEZU ROAD,YIRPELE,TANBILEZU,,0202248405,,SERVICE,A,
YOU FIRST BOUTIQUE,DIRECTLY OPPOSITE GHANA POLICE SERVICE,POLICE STATION FIRE SERVICE ROAD,LAWRA MAIN TOWN,DISTRICT ASSEMBLY,,0207770090,,SERVICE,A,
YOU WILL NEVER BE GOD DRINKING SPOT,AT HEEWE,,HEEWE,TUMA,"P.O.BOX 28, LAWRA",,,SERVICE,A,
YOURIBEKANIMIKE ENTERPRISE,ADJACENT LEBEFODEMD ENTERPRISE,BASEBLE PAYAANI ROAD,PAYAANI,HOBAA,,0248255524,,SERVICE,A,
YUSSIF KONIPOO,AFTER THE GOIL FILLING STATION,,NAAYIRI,BABILE,,0249602209,,SERVICE,A,
ZACKIOUS ELECTRICICALS,BABILE MARKET,,,BABILE MARKET,,0263434445,,SERVICE,A,
ZAINAB TAILORING SHOP,DIRECTLY OPPOSITE SALIFU'S AMADU'S MOSQUE,LAWRA BABILE ROAD,ZONGO,KUNYUKUO,,0260586469,,INDUSTRY,A,
ZAMBO HEALTH CENTRE,OPPOSITE ZAMBO OLD CLINIC,EREMON LAWRA ROAD,BADE,ZAMBO,"P.O.BOX 13, LAWRA",,,SERVICE,B,
ZIEFOB ENTERPISE,EREMON MARKET,,YAGRA TANZU,EREMON,,0543270944,,SERVICE,A,
ZINIMEH COO-LA BASE,NEAR THE BAPTIST CHURCH,BLACK VOLTA ROAD,BAGRI CENTRAL,BAGRI,,0502799561,,SERVICE,A,
ZOOPAAL JHS,OPPOSITE HAYIOUNG CHIEFS PALACE,HAYIOUG ROAD,ZOOPAAL,ZAMBO,,,,SERVICE,A,
ZUBANUMO MARK,ON THE ROAD TO THE BLACK VOLTA FROM BIRIFO NAYIRI,,,GOMBILE,,0269358610,,SERVICE,A,
ZUMASEWU NAANY CORN MILL,IN FRONT OF NAANU'S HOUSE,,TOME,KOKOR,,0540285066,,INDUSTRY,A,
ZUME MACHINE,OPPOSITE SULEY'S HOUSE,DEWUOK TANYE ROAD,DAMARKA,GBIER,,0246463847,,INDUSTRY,A,
,,,,,,,,,,
DAFFIAMA BUSSIE,,,,,,,,,,
ABDUL SALAMS CORN MILL,ADJACENT GAAZIENYES HOUSE,FIAN WA ROAD,SAKPAREEYIRI,FIAN,,,,INDUSTRY,A,
ABINCHI WELDING SHOP,BEFORE CHALLA JUNCTION,,,KOJOKPERI,,,,INDUSTRY,A,
ABUDU ENTERPRISE,LEFT HAND SIDE BY THE VRA TRANSFORMER,,,KINKELE,,0245173400,,SERVICE,A,
ABUDU ENTERPRISE,KOJOKPERI TO DUONG PATH,,,KOJOKPERI,,0247260193,,SERVICE,A,
